scaled_amount,V2,V4,V8,V11,V13,V15,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
-0.1406976458747572,2.361511991558695,-0.8493856964610427,1.1377134954260666,-0.6626427548928526,0.07731022800228328,-0.4699330495707173,0.13594085954840426,-0.08067168576438308,0.31298703172711406,0.8024628775408875,0.02976300433916106,-0.0007457049019922719,-0.19460904896581324,-0.0387264676334949,0.08113743586143281,0.12903627683269175
2.6809158701254057,-1.0668613787322212,0.3067678636606271,0.1356365843503278,-0.18040718287739135,-0.3145204737760148,-0.22439402942415235,0.2958442155806186,0.31088121990156314,-0.042970858239713985,-0.3455524446136624,-0.11091217747011078,0.11086765409601786,0.008313272724778399,0.932734511552761,-0.06522348597513089,0.04176921193661517
-0.1181651227972772,1.0989156883595619,0.07274530328171443,-0.05982827196157305,0.047042369821455474,0.8130212683697039,0.923092973275513,-0.12678471217171255,0.11162362918551418,-0.12946384656229296,-0.3602803541417748,0.038106890520077784,0.46266783994346866,-0.2263391898267639,0.10699558340182042,0.09778188752127001,0.05538814651660056
52.49019956788196,-12.607871537838063,2.925446980077436,-0.8451938254814212,0.05665041354777837,0.2874489923011828,0.27716211184106676,-1.2166782706110406,7.397751994464223,2.265359852599793,-1.8770023963606168,-3.7421058865273054,0.16010964481322404,-1.2143297801563186,-0.35556579622713497,-0.6820530487949105,0.6456740694443479
-0.03301992297403977,0.9813601343254517,-1.2076204368249546,-0.22138728986704254,0.3781233103845249,-0.6787748354226368,-0.8876862953181309,0.2740941200224911,-0.06672872225784414,0.27039694446541623,0.89204799898055,-0.22019138198468127,0.0732880351337605,-0.1693503262006699,0.1202924390694647,0.13986080823982833,0.10803749565568235
0.15646991412942135,0.0673695918717178,1.2425598854845057,-0.05433559190422503,-0.4453318154515033,0.05310607909879539,-0.15602431760601151,-0.246884894736873,-0.11040427371612832,-0.09477628772294072,-0.11662549021504078,-0.044052564864860096,0.32787434035696567,0.5473259246905056,-0.11278144377184914,0.021218075282351662,0.02192305602195944
0.2624570042233829,-1.5098804646116986,-1.6991338121271289,-0.0329591652865863,0.33549181335542727,0.44487008893761937,-0.7472041505641108,0.230791573958994,-0.35247899345609884,-0.12599541725703897,0.05929099236452553,0.19243911303819639,-0.1023843207128739,-0.23512069541102387,-0.1966314294855419,0.009702658275129523,-0.05336725658429752
14.316374215813832,-3.681336724703798,0.029902982728323146,-0.7302395848494548,-0.17176859440198444,-0.22967651829487895,-0.4264561290275577,-0.058714986914388284,1.784482179629198,0.824594667280986,0.2820255989001328,-1.105685103668908,0.18335091315459887,0.1903885444347155,0.2509142766166164,-0.2573228046854233,0.10629590709822605
0.37493782539306575,0.06794768529418876,-1.5678322732522374,1.1220553400893787,-0.49627570211331046,-0.11066137441615599,0.37155278774923767,-0.3475759262562709,-0.023110815431706087,0.0902591680522832,0.03194048406021474,-0.049279115223455995,0.8574091575328137,-0.11734320939837582,0.13491952005607732,-0.05603881405440697,-0.0077638317213267
-0.18914880108083698,0.15004344176497203,0.4202518647118887,-0.23802221860606473,-0.5479542915875549,0.2761290760496001,0.2195246978157257,0.025895003150497604,-0.1310667778773289,-0.3431216289364055,-0.8797231957941962,0.31704664224362084,0.4655901809558082,-0.2361557209051409,0.14430148966998643,-0.05686524514446842,-0.028309162655211523
